scenario,seed,drift_level,accuracy,f1,roc_auc,precision,recall,rt_psi,rt_entropy,rt_stability,rt_model_score,rd_data_anomaly_rate,rd_data_score_mean,agg_unified_mean,agg_unified_std,agg_threshold_hits,agg_w_data,agg_w_model
B,48,1.5,0.99699375,0.9812028606041658,0.9996788410537076,0.98078125,0.9816248338415826,0.20051695530661331,0.5064248326858031,0.0013554197517776615,0.22161350517065614,0.1127,0.4619780146942426,0.2680012182994725,0.04347611147596335,0.0,0.3,0.7
B,48,2.0,0.99699375,0.9812028606041658,0.9996788410537076,0.98078125,0.9816248338415826,0.37067385729910723,0.5324825300449832,0.0016677664608820406,0.2665039811135472,0.30253125,0.4921495577943378,0.31789816719745695,0.04155971751209081,0.0,0.3,0.7
B,48,4.0,0.99699375,0.9812028606041658,0.9996788410537076,0.98078125,0.9816248338415826,5.371310659828028,0.3180089344948606,0.0005170301687633103,0.4499279465378221,0.9902375,0.5976521021757135,0.4934281099980728,0.03445461274892025,0.45644375,0.3,0.7
B,49,0.0,0.99644375,0.9778745576855776,0.9995726015331784,0.98234375,0.9734458465587985,0.3544003094967704,0.5001123870067037,1.6646886504298154e-07,0.2257741125401015,0.00373125,0.40086316286287793,0.2303567306518421,0.038782785386308215,0.0,0.3,0.7
B,49,0.5,0.99644375,0.9778745576855776,0.9995726015331784,0.98234375,0.9734458465587985,0.2475811683646052,0.5033260476217818,0.00012142382503387682,0.21023979474155505,0.00665625,0.40685723507790056,0.22303903247123139,0.03917488899231897,0.0,0.3,0.7
B,49,1.0,0.99644375,0.9778745576855776,0.9995726015331784,0.98234375,0.9734458465587985,0.1274438018214798,0.5106669105476767,7.610343481313401e-05,0.19321558970440342,0.0301875,0.4246006274816564,0.21842723529634694,0.03926376689585564,0.0,0.3,0.7
B,49,1.5,0.99644375,0.9778745576855776,0.9995726015331784,0.98234375,0.9734458465587985,0.08626360517482458,0.5266625060517665,0.0005941319374694473,0.1999526869749233,0.120925,0.4515180837074613,0.24267881254642512,0.04239616271575708,0.0,0.3,0.7
B,49,2.0,0.99644375,0.9778745576855776,0.9995726015331784,0.98234375,0.9734458465587985,0.30530624611600043,0.5538533295875666,0.0017957156260838703,0.2682894651045105,0.33159375,0.48461633223298584,0.31429560910513177,0.04360743736696772,0.0,0.3,0.7
B,49,4.0,0.99644375,0.9778745576855776,0.9995726015331784,0.98234375,0.9734458465587985,5.517489922909302,0.2790995529746379,0.0007943801294482335,0.4396612233382964,0.994825,0.6121556159490587,0.4980931510784929,0.033326130525129956,0.5248125,0.3,0.7
B,50,0.0,0.99704375,0.9815443442974755,0.9996267818768471,0.98265625,0.9804349520617351,1.1104582285292244,0.489037514028376,5.144404834939772e-05,0.3487904875791455,0.00276875,0.4024028734001335,0.31971545616049957,0.039774927807204145,0.0002375,0.3,0.7
B,50,0.5,0.99704375,0.9815443442974755,0.9996267818768471,0.98265625,0.9804349520617351,1.0617258688345457,0.4903571962761416,0.00014474065371770993,0.34249159566258136,0.00548125,0.40796805553966603,0.3134932379319228,0.03749965375438399,6.25e-05,0.3,0.7
B,50,1.0,0.99704375,0.9815443442974755,0.9996267818768471,0.98265625,0.9804349520617351,0.27896864678268124,0.49543704364555685,0.0004513693296850834,0.2165770870809278,0.02568125,0.4254029962013456,0.2383612640557233,0.04058630967622953,0.0,0.3,0.7
B,50,1.5,0.99704375,0.9815443442974755,0.9996267818768471,0.98265625,0.9804349520617351,0.16259869158142481,0.5106357918955504,0.0011831728491867896,0.21713646305998605,0.10715625,0.45196978467685706,0.2566445628361065,0.042533866503703235,0.0,0.3,0.7
B,50,2.0,0.99704375,0.9815443442974755,0.9996267818768471,0.98265625,0.9804349520617351,0.30624099233734087,0.5412388361913483,0.0021512463612827462,0.26594265745049994,0.307975,0.48465048826150325,0.3129362126805386,0.042879525936162614,0.0,0.3,0.7
B,50,4.0,0.99704375,0.9815443442974755,0.9996267818768471,0.98265625,0.9804349520617351,5.352928068174153,0.27664508841464347,0.0010039966111456667,0.44104583970965416,0.99373125,0.6051828886643719,0.501744185447956,0.03199350243399668,0.5688875,0.3,0.7
B,51,0.0,0.99699375,0.981254140847266,0.9995931147148804,0.983515625,0.9790030328952485,0.511757946305035,0.5149504024835413,2.2365773454301143e-07,0.2569469580105544,0.00308125,0.40594447117117,0.25776366885566354,0.040451462632052564,0.0,0.3,0.7
B,51,0.5,0.99699375,0.981254140847266,0.9995931147148804,0.983515625,0.9790030328952485,0.4125689172862479,0.5152940811477597,1.1611395567461036e-05,0.24199588860255786,0.00906875,0.41408242108570376,0.2469733114208415,0.03975099797554657,0.0,0.3,0.7
B,51,1.0,0.99699375,0.981254140847266,0.9995931147148804,0.983515625,0.9790030328952485,0.284550281333461,0.5175156445074257,0.0002717274319926972,0.22335449713000002,0.0409625,0.43360829056409966,0.24849134549163182,0.04310853567024263,0.0,0.3,0.7
B,51,1.5,0.99699375,0.981254140847266,0.9995931147148804,0.983515625,0.9790030328952485,0.23753630967242126,0.5242680157158124,0.0009062061519820638,0.2285606302089296,0.15348125,0.4614954415045598,0.27598935377940226,0.04527294765675289,0.0,0.3,0.7
B,51,2.0,0.99699375,0.981254140847266,0.9995931147148804,0.983515625,0.9790030328952485,0.455413208019268,0.5353204334603509,0.0016182333682508807,0.28204672571052714,0.3876125,0.49353578820175253,0.33201411592200364,0.04199013502671534,0.0,0.3,0.7
B,51,4.0,0.99699375,0.981254140847266,0.9995931147148804,0.983515625,0.9790030328952485,5.563502929761861,0.20587606958510668,0.0005710802068999565,0.4107570717584394,0.9967,0.5912552399367401,0.4623993100803662,0.027830956002663818,0.07784375,0.3,0.7
C,42,0.0,0.99715,0.982151244715829,0.9996239661175271,0.9841543771572011,0.98015625,0.00014508378762102198,0.5011281508917135,0.00018118669461402503,0.1704282367670774,0.05003125,0.41147238422011734,0.18133771861474593,0.04288388980811954,0.0,0.3,0.7
C,42,0.5,0.98261875,0.885248607386012,0.9529104091478431,0.9380848272846524,0.838046875,0.00864154864250214,0.5079799334878035,0.0002741747781919709,0.17517032318059103,0.0485375,0.4155160206887538,0.18733340248171662,0.04132650674203071,0.0,0.3,0.7
C,42,1.0,0.96879375,0.8111073279612605,0.9496589002526326,0.7863272940658695,0.8375,0.019552993889390063,0.5097156492213364,0.0004119402969571228,0.1809181464529929,0.0766125,0.4318757877228898,0.20083985567694218,0.04191622631427488,0.0,0.3,0.7
C,42,1.5,0.92209375,0.6327017709284851,0.9250894215459409,0.5079244925959219,0.83875,0.09366015438238183,0.5171520097429071,0.0012041255807157282,0.2083466998471509,0.16749375,0.4579065218367078,0.23991417898739664,0.04353609246312949,0.0,0.3,0.7
C,42,2.0,0.80535,0.41144455363217175,0.8767286899732507,0.2713630471632266,0.85046875,0.38365978402471673,0.5334261128215915,0.002084506873844385,0.2738220417806008,0.37275625,0.49034655887998085,0.3049235638800693,0.04216291309959894,0.0,0.3,0.7
C,42,4.0,0.10924375,0.1496614062826288,0.6277451400093411,0.08101805497238461,0.97984375,5.466170913405973,0.25447661346807937,0.0008827920794866533,0.4324536833390542,0.993575,0.6171701542283886,0.4891391171139987,0.029901287112055187,0.38075625,0.3,0.7
C,43,0.0,0.9975875,0.9849735284957957,0.9997573321798574,0.9816108007448789,0.988359375,4.2885628353174465e-05,0.5016740849549164,0.0001819978819905015,0.16979802052110227,0.0502125,0.41462197197921313,0.18001843313277302,0.04146149155761219,0.0,0.3,0.7
C,43,0.5,0.984,0.8956124612624368,0.9495528362771739,0.9367110201296486,0.85796875,0.010546269597540086,0.5110571451310222,0.00024085375570811595,0.1748851204878528,0.0518875,0.4208324075236316,0.19111040982923008,0.041851212681695844,0.0,0.3,0.7
C,43,1.0,0.970175,0.821607476635514,0.9360083342179008,0.787741935483871,0.858515625,0.02157037435909151,0.5162100088419651,0.0005423796119683116,0.1835607288295008,0.08046875,0.43823954121454956,0.2125519807079797,0.04373031654188091,0.0,0.3,0.7
C,43,1.5,0.9231375,0.6415413314678792,0.9040792233674423,0.5116700762506974,0.859765625,0.09524093376731442,0.5297036147928181,0.0011622832510256003,0.21163929431455697,0.1637375,0.4632025144040619,0.24958635873306675,0.042863041170752264,0.0,0.3,0.7
C,43,2.0,0.80625,0.4181463268140696,0.8655853611158287,0.27518652107317554,0.870234375,0.3867938633741448,0.5544468311260479,0.00169376559004489,0.2778329591866446,0.3507375,0.4922454522889803,0.3118287147674005,0.041013235529754076,0.0,0.3,0.7
C,43,4.0,0.10889375,0.14965199291461154,0.6553243238366169,0.08101040234004223,0.98015625,5.440900278582879,0.28674280397976665,0.0007085376285844222,0.44155458191814806,0.99046875,0.6036785669429144,0.49612902646671325,0.029218043044299976,0.47450625,0.3,0.7
C,44,0.0,0.9975875,0.9849828820417056,0.9995692324431046,0.9810136391816491,0.988984375,8.694778266198105e-05,0.48719101203476556,1.4800414424236431e-05,0.16246229113958366,0.05001875,0.42324535917010037,0.17886130033945155,0.040257441872538643,0.0,0.3,0.7
C,44,0.5,0.98459375,0.8999066065700247,0.9570845981763757,0.9369239874862603,0.865703125,0.008402891534376598,0.4930762200217387,0.0003080800060461503,0.16924375892356405,0.05109375,0.4290049881612688,0.19017456066621424,0.04098330521587151,0.0,0.3,0.7
C,44,1.0,0.97048125,0.8241295848072985,0.9495678411069124,0.7873354678050516,0.86453125,0.020071355556864467,0.4925300073955519,0.0004394476440066523,0.17225004621027196,0.08235625,0.44658943375942306,0.2058112594954111,0.0432572786968256,0.0,0.3,0.7
C,44,1.5,0.9226625,0.642225177817614,0.9171379338803499,0.5097769209584136,0.86765625,0.1036553852341106,0.49327710712835526,0.0013209889647859646,0.20666597261879335,0.1702125,0.47149851733084625,0.2502845409813875,0.04325085105717673,0.0,0.3,0.7
C,44,2.0,0.8059375,0.4197129401211034,0.8619794791843579,0.27584258622383806,0.877265625,0.43481879318105815,0.49282425404555424,0.0020035046911577575,0.27425244485590217,0.357125,0.4998735439284985,0.31629804433179254,0.04030867578487337,0.0,0.3,0.7
C,44,4.0,0.107675,0.1497617913292044,0.5692034142535666,0.08105982465188241,0.98234375,5.61748047380695,0.1648434144250517,0.0006337230878825,0.40008378325597826,0.987875,0.5932577470973758,0.4566247547288559,0.02797371872459497,0.0479125,0.3,0.7
C,45,0.0,0.9964125,0.9774795982423101,0.9996221992824389,0.9817938209331651,0.973203125,0.00014797241706030191,0.49053432370691435,1.7969676961270596e-05,0.16410833456579535,0.05035625,0.4073623964335151,0.17448475001944158,0.04168472542410311,0.0,0.3,0.7
C,45,0.5,0.98236875,0.8837228473682042,0.9361759163234544,0.9353459558502748,0.8375,0.014654512638825593,0.5028779501065201,5.2339039715445317e-05,0.17131170391716888,0.05364375,0.41356926874470756,0.18606805596577597,0.04315956123031945,0.0,0.3,0.7
C,45,1.0,0.96870625,0.8110494735650402,0.922986715565557,0.7844368202058545,0.83953125,0.02509305817208444,0.5081153793004073,0.0001915078691597915,0.17705732116009384,0.08645625,0.4318602634143904,0.2040010489141144,0.04537348464487208,0.0,0.3,0.7
C,45,1.5,0.9235375,0.6401764705882353,0.8933564479662024,0.5133490566037736,0.850234375,0.09781707296537966,0.5199076005317507,0.0009717344363228761,0.2051840924897462,0.18318125,0.45931449434624083,0.24008002454484448,0.044522462021835484,0.0,0.3,0.7
C,45,2.0,0.80801875,0.4197880659602199,0.8532519809888757,0.27682419471363445,0.868125,0.38455834897036334,0.539638735434205,0.001775153317121245,0.2723276442868802,0.39114375,0.4926940095724411,0.30700138605707566,0.04401199796539882,0.0,0.3,0.7
C,45,4.0,0.1089,0.14996720920527037,0.6160194282863451,0.08117859678564512,0.982578125,5.499102129681889,0.23841406789463981,0.0008487065702633091,0.42290364571413397,0.99343125,0.621328535852604,0.4857023194800918,0.030592277134665533,0.34588125,0.3,0.7
C,46,0.0,0.99729375,0.983094522312888,0.999600216011379,0.9825958011394678,0.98359375,6.517705910907429e-05,0.4902727837801292,8.5161418282711e-05,0.16377683275470256,0.049575,0.41570730588492427,0.18356304220551609,0.04332048229390292,0.0,0.3,0.7
C,46,0.5,0.98444375,0.8980294153795731,0.9849939763608186,0.944095098630373,0.85625,0.01050989393572022,0.4990279287838576,0.0001255868903136429,0.16921153165824587,0.05175,0.4213270975069955,0.1910991148718924,0.04275531471094583,0.0,0.3,0.7
C,46,1.0,0.97355625,0.8380354476897753,0.980121602730129,0.8215867297155295,0.85515625,0.02496870753559126,0.5043190444990687,0.0001705359474685196,0.1745518295905394,0.0794,0.43813052750646436,0.2087850828620234,0.04470716317069885,0.0,0.3,0.7
C,46,1.5,0.93696875,0.685502229706552,0.9547645306131114,0.570457258524939,0.858671875,0.12235385400545297,0.5225082793735101,0.0005595879632682416,0.2022639536187533,0.15690625,0.46242197475925834,0.2447862623007813,0.04387967468476147,0.0,0.3,0.7
C,46,2.0,0.84328125,0.46997400071867934,0.9115655966053838,0.3221478454895824,0.868515625,0.4780404250501495,0.5628453628412778,0.0011374487965979453,0.28415692394305125,0.3204625,0.48996924727962005,0.321881322830623,0.041446275271369,0.0,0.3,0.7
C,46,4.0,0.14905,0.15377826395017838,0.7697153498110564,0.0835347819628074,0.966484375,5.333189538192701,0.4138509561154119,0.0006513607988967026,0.48251775300177663,0.98378125,0.5867411641649919,0.5157792441100357,0.02864738322400947,0.728475,0.3,0.7
C,47,0.0,0.99715,0.9821888914928522,0.9996070376188859,0.9821121699734416,0.982265625,0.0001292745566438145,0.4913435708695147,6.0135815289614296e-05,0.16464922381722666,0.0497125,0.4114487118966119,0.17790099905582765,0.041719513084469424,0.0,0.3,0.7
C,47,0.5,0.98313125,0.8891626627243234,0.958203550388502,0.9372348714397022,0.84578125,0.005588537673973057,0.4970516942617989,0.00014001998413370206,0.16960677012465653,0.054475,0.41934212325584197,0.1881820150671984,0.041677994647715134,0.0,0.3,0.7
C,47,1.0,0.96930625,0.8148818274341287,0.9525123617421025,0.7873115303372423,0.844453125,0.014009864939447583,0.5002474080567421,3.604281145520913e-05,0.171186478329975,0.0995375,0.43966477606303916,0.2042828381746134,0.04402634322999606,0.0,0.3,0.7
C,47,1.5,0.92320625,0.6390104885859506,0.9383621268894362,0.5120779771154118,0.849609375,0.07994589331919692,0.5109617908538424,0.001022206466340685,0.1932203902453491,0.22055,0.46786053861927573,0.2386353175013536,0.044090339958080794,0.0,0.3,0.7
C,47,2.0,0.80746875,0.4173554500576876,0.8892808439835258,0.2753362781063612,0.861953125,0.3635350360623422,0.5316010862263304,0.002428784034699751,0.2721477402089895,0.45084375,0.4992800197871744,0.3163755362971693,0.04224085114766715,0.0,0.3,0.7
C,47,4.0,0.11316875,0.15051935223156823,0.6264342064898948,0.08150549486173696,0.982109375,5.563886396201607,0.2534227110675527,0.001175669282859598,0.4407661782315942,0.99433125,0.5956042259958058,0.49047346270055786,0.0246808651431886,0.33375,0.3,0.7
C,48,0.0,0.9969625,0.9810111744940221,0.9996887599779212,0.9812412068156948,0.98078125,0.00018142313980815887,0.4845860454693963,0.00014234045825748377,0.16290930936164988,0.049575,0.4204660952030281,0.18244838024822813,0.04308017463324541,0.0,0.3,0.7
C,48,0.5,0.98293125,0.8877840325430415,0.9181637188455333,0.9363786079570079,0.843984375,0.014129161904315084,0.49421390848416613,8.563455607495397e-05,0.16826098521826796,0.0499875,0.4259064399453413,0.19372020676769636,0.043919383351372195,0.0,0.3,0.7
C,48,1.0,0.96853125,0.8109630185845692,0.916489863122028,0.7806288398988074,0.84375,0.024514703351085118,0.49738350374371265,0.0002483629263692451,0.1734295419703081,0.0785875,0.4434926792952572,0.20912604805849141,0.04388267507390103,0.0,0.3,0.7
C,48,1.5,0.921575,0.6343822843822844,0.9059888923976732,0.5058550185873606,0.85046875,0.0971814879361048,0.5073501682611672,0.0008771891681226961,0.2011479069649977,0.1628,0.46868117266473003,0.24597478485284946,0.043704027741255515,0.0,0.3,0.7
C,48,2.0,0.80513125,0.4156311498453753,0.8787972438646401,0.27340648502034276,0.86625,0.3824968638873557,0.5286534911294323,0.0025421342204919287,0.28092909835186697,0.34305625,0.497570153331803,0.32414095040727026,0.04184299262325491,0.0,0.3,0.7
C,48,4.0,0.10908125,0.14992217643585967,0.7438395521081013,0.08115593949137113,0.98203125,5.408924437877492,0.3069632366854557,0.0012558112654101614,0.4528586321853943,0.9875,0.5995733617081157,0.5045662966647977,0.030297906599203023,0.58255,0.3,0.7
C,49,0.0,0.99659375,0.9786215823951673,0.9995744506835937,0.9827463956511463,0.97453125,0.00013172335805359444,0.4951413717698195,5.055872261211919e-05,0.16598706243878,0.050375,0.41008311317931,0.1792039817914516,0.04245633510075341,0.0,0.3,0.7
C,49,0.5,0.98384375,0.8940704011801828,0.9201259781547215,0.9401878824441955,0.852265625,0.00876358614317917,0.5040412451217825,9.38942112935689e-05,0.1704302197413411,0.05090625,0.41531789639095734,0.18378085753022952,0.040158808647410046,0.0,0.3,0.7
C,49,1.0,0.97115,0.8256007254042618,0.9089521065090014,0.7993854258121159,0.85359375,0.018863506442128742,0.5105568973100484,0.00037750908834200287,0.18090769459722644,0.07995,0.43271656669826736,0.20094506056230335,0.04048121372681166,0.0,0.3,0.7
C,49,1.5,0.930625,0.6642061955469506,0.8920258189325748,0.5419628751974723,0.85765625,0.0922632677844141,0.5245083283412613,0.0012292592927646553,0.2117655027287355,0.17193125,0.45871990735897605,0.2419694133103584,0.04237567402140918,0.0,0.3,0.7
C,49,2.0,0.8365875,0.4594359907376778,0.8697481700067935,0.3123875393612236,0.868046875,0.3831490659491839,0.5470959280775575,0.0017557039671748207,0.27380980673701033,0.37090625,0.4904367215180832,0.30678255462604215,0.04271657912408536,0.0,0.3,0.7
C,49,4.0,0.15236875,0.15562487158893518,0.642763795537534,0.0845504914860943,0.97640625,5.576735285046883,0.2699597422412804,0.0009252422179543982,0.44021395138140224,0.99273125,0.6138344200619118,0.49777930575036244,0.028736146116681852,0.5068625,0.3,0.7
C,50,0.0,0.997275,0.9829501016737057,0.9996487299380096,0.9840275602881303,0.981875,0.0004242562697094773,0.4847974875073931,0.00019740302589394,0.16617740480223364,0.04949375,0.4118531090670364,0.18116622965853285,0.04366664965497564,0.0,0.3,0.7
C,50,0.5,0.984475,0.8979960578186597,0.9510787284519361,0.9465027700831025,0.85421875,0.015325759562464944,0.4926393489265377,0.00016390297164540091,0.16911028283091067,0.04861875,0.41651698924886577,0.1864948498902914,0.04173204499447572,0.0,0.3,0.7
C,50,1.0,0.97305,0.8357333333333333,0.9461952389924423,0.8155390334572491,0.856953125,0.025557748293499986,0.49701060261508456,0.0002430600686596668,0.17568728076274717,0.0755375,0.4336494173771316,0.20195762358001734,0.042694691187887504,0.0,0.3,0.7
C,50,1.5,0.93321875,0.6735111681486234,0.9330198433254075,0.5530687007577658,0.861015625,0.08984100191482824,0.5101215109705528,0.0008186000002993396,0.19613072804681123,0.15799375,0.4593130171713481,0.23603101693902417,0.0440248535506267,0.0,0.3,0.7
C,50,2.0,0.83243125,0.45434008344357385,0.8877548483143682,0.30719691757258843,0.87203125,0.35232177467048137,0.5361839764173232,0.0015767085079342092,0.26469255441047396,0.35081875,0.4907280479378422,0.30459989200193827,0.042040674787933836,0.0,0.3,0.7
C,50,4.0,0.13878125,0.1527867441360017,0.6382150985054348,0.08291901631686076,0.970703125,5.3954915412653275,0.26873571386081885,0.0006983713273197367,0.4333090779028392,0.99218125,0.6073498906975527,0.4907437964352033,0.0272224769656089,0.3839,0.3,0.7
C,51,0.0,0.9969625,0.9809620808523973,0.9996108079993207,0.9837366436203645,0.978203125,0.00016410451679777863,0.5091438752460031,7.417061826309835e-05,0.1729905368716387,0.04993125,0.4150129283148027,0.18363175794861464,0.041088084099313665,0.0,0.3,0.7
C,51,0.5,0.983375,0.8911085639430162,0.9479595384680706,0.936016511867905,0.8503125,0.00932032927109909,0.5147697526321057,0.00010288783297914187,0.17604826315544916,0.0535875,0.42226363033490744,0.19321154826598902,0.042500629431724744,0.0,0.3,0.7
C,51,1.0,0.9693125,0.816421147087415,0.9373349941087805,0.7828768105549978,0.85296875,0.022159276734221724,0.5163984316166984,0.00048273046690834094,0.1830659982605453,0.0921625,0.4413274837549892,0.21360222920582875,0.04454573003183915,0.0,0.3,0.7
C,51,1.5,0.922275,0.6381938787385081,0.906379310939623,0.5084368625996663,0.856875,0.11076838961998649,0.5216044547793683,0.0012076549390903353,0.21259715516335184,0.2022625,0.46819955679446446,0.25328897617261525,0.044133540811495564,0.0,0.3,0.7
C,51,2.0,0.80633125,0.41851038675899344,0.8623381777556047,0.275408135542987,0.871171875,0.4408716646982885,0.5286404291061257,0.002382411680668039,0.2872608589661095,0.42528125,0.49897494485004573,0.3254261974145348,0.0410415740756186,6.25e-06,0.3,0.7
C,51,4.0,0.10776875,0.14979542490277473,0.6071359311311141,0.08107846740034427,0.9825,5.637983521180007,0.19983040434455235,0.0007957772472997586,0.40994547975726475,0.99423125,0.5934941440083132,0.4683138034246128,0.024075538274394605,0.077675,0.3,0.7
